loan_number,application_date,lock_date,note_rate,LTV,CLTV,DTI,FICO,UW_system,funded_date,action_date,file_status,loan_program
10019124,2024-11-21,12/23/2024, 4.8 ,0.6731,0.6305, 45.8 ,751,DESKTOP UNDERWRITER,,Jan 16 2025,Denied,30 Year Conventional
10035241,05-18-2026,Jun 26 2026,7.55%,67.779%,72.05,44.539%,693,Desktop Underwriter,Sep 06 2026,NULL,funded,FHA
10015914,02/14/2026,2026-03-06,7.095%,80.467%,76.00%,41.57,677, DU ,May 17 2026,NA,FUNDED,Conv 30
10006739,2023-07-13,2023-07-27,4.62%,105.0,104.589%,39.91,783,LP,09-30-2023,N/A,Closed/Funded,30 Year Conventional
10023276,01/23/26,Feb 21 2026,0.057,97.100%,0.9184, 37.6 ,662,Desktop Underwriter,Mar 31 2026,,FUNDED,FHA 30YR
10015729,2023-06-16,Jul 10 2023,5.729%,0.9337,88.72,44.997%,826,lpa,08-11-2023,,FUNDED,Non-Conforming 30
10012200,01/01/2023,Jan 19 2023,6.21, 75.8 ,77.91,0.4811,850,LP,2023-02-27,,funded,Conventional 30YR
10007944,2024-02-19,Mar 02 2024,0.0848,24.463%,28.38,54.84%,791,D.U.,None,04/19/2024,W/D, conventional 30 
10012911,Apr 09 2023,04/20/23,6.305%, 50.3 ,58.61,32.15,783,du,2023-05-12,N/A, Funded ,Conventional 30YR
10014370,12/18/23,Dec 22 2023,6.83,98.22,104.92,0.3923,691,du,03/11/24,N/A,funded,Jumbo
10026070,20240220,03-21-2024,0.0774,96.97,95.039%,39.39,709,DESKTOP UNDERWRITER,05/18/24,NULL, Funded ,30 Year Conventional
10006372,10-13-2025,2025-11-23,4.89%, 75.4 ,88.45,0.3855,756,manual,02/15/2026,N/A,Fund,30yr fixed
10026735,2026-05-30,2026-06-11,0.0811,97.26,105.06%, 45.0 ,715,lpa,,06-22-2026,denied,Conv 30
10016617,20250429,05/03/2025,7.38,69.432%,70.33,26.81,755,lpa,2025-06-09,N/A,Funded,VA 30YR
10008259,05/19/25,20250625, 6.2 ,87.743%,85.5,29.81%,754,du,07-11-2025,, Funded ,Conv 30yr
10007562,20260101,2026-01-30,0.0533,43.63,44.2,43.44%,726,LP,,02-02-2026,Credit Denied,30yr jumbo
10042564,11-05-2023,11/12/23, 6.8 ,74.03%, 77.3 ,40.91,NA, LPA ,N/A,12-19-2023,Declined,Conv 30yr
10006169,20250219,04/04/2025,5.77,90.76,83.47%,39.146%,845,manual,05-05-2025,,Funded, conventional 30 
10044244,04/03/2023,05-13-2023,5.95,68.21, 76.0 ,0.1658,746,D.U.,07/01/2023,NA,funded,FHA 30YR
10003597,Jan 20 2025,Feb 06 2025,0.0851,76.83%,0.7814,0.58,764,DU,2025-03-19,,Funded,Conv 30yr
10039057,10/20/25,11-30-2025,0.0572, 66.5 ,72.15, 21.8 ,781,DESKTOP UNDERWRITER,02/14/2026,, Funded , conventional 30 
10004633,06/20/2024,06/22/2024,5.63%,84.0,86.08,0.2134,695,lpa,Jul 10 2024,NULL,FUNDED, conventional 30 
10047916,07/27/25,07/29/2025,7.420%,0.7235,56.612%,39.96%,730,DESKTOP UNDERWRITER,Sep 30 2025,N/A,Fund,15yr fixed
10006230,06-30-2024,07/25/2024,6.150%,82.02%,87.28,24.48,732,Loan Prospector,,20240807,Withdrawn,Jumbo
10029927,2025-04-18,2025-05-17,7.140%, 53.4 ,50.052%, 47.1 ,708,DESKTOP UNDERWRITER,,2025-07-14,withdrawn,Jumbo 30YR
10049370,2023-09-21,2023-10-16, 5.1 ,48.18%,0.5151,38.022%,756,LPA,N/A,12/22/23,cancel,VA
10049318,2025-12-12,2025-12-31,7.740%,66.081%,81.315%,42.04%,692,Loan Prospector,,Jan 31 2026,CANCELLED, conventional 30 
10010268,20250310,04-15-2025,0.0557,103.55%,1.0382, 41.6 ,637,D.U.,NULL,06/27/2025,Expired,Conv 30
10045541,Aug 21 2023,09/14/23, 7.8 , 85.4 ,91.71,27.34,699,Loan Product Advisor,10/06/2023,N/A,funded,30yr fixed
10038519,02/22/2025,03/18/25,6.51,32.027%,0.4137,0.5232,657,DU,N/A,2025-05-23,expired,30yr fixed
10008153,20230614,06/26/2023,7.5,77.84%,76.6,40.38,800, DU ,NULL,07/08/2023,Declined, conventional 30 
10046272,02/26/24,03/07/24, 6.6 ,66.12, 69.5 ,27.05%,682,LPA,May 03 2024,,funded,NULL
10035855,05-21-2024,2024-06-12,6.772%,57.77,65.43,32.07,802,LP,2024-08-01,NULL,Funded,VA30
10034675,07-22-2025,08/10/25,,74.83,180%,0.4056,753,LP,Oct 27 2025,,Funded,30yr fixed
10039651,09/11/24,Sep 18 2024,5.02,89.56,95.28,34.93,718, DU ,2024-12-09,NA, Funded , conventional 30 
10023334,2023-05-11,05/22/23,0.0794,105.0,101.75,32.99%,647, LPA ,06-18-2023,None,FUNDED,CONV30
10040442,10/12/23,11-09-2023,5.88,63.383%,59.935%,31.72,695,Loan Prospector,,12/31/2023, WITHDRAWN ,FHA30
10040941,12-11-2024,01/08/25,7.29%,65.06,71.519%,0.4365,709,DESKTOP UNDERWRITER,Feb 24 2025,NULL,Fund,Conventional 30YR
10001532,20250602,06/14/25,4.09%,0.7621,0.8267, 25.5 ,680,DESKTOP UNDERWRITER,07/15/2025,None,FUNDED, conventional 30 
10038639,Feb 25 2023,Mar 20 2023,8.21,84.079%,0.9265,39.970%,791,manual,04/05/23,,FUNDED,30 Year Conventional
10019182,2024-07-07,08/21/24,6.94, 57.6 ,0.6147, 57.4 ,768,DU,10-27-2024,NULL, Funded ,Conv 30yr
10017303,08/03/2023,20230901,6.129%,60.244%, 55.7 ,42.08,748,Man UW,Sep 13 2023,, Funded ,VA 30YR
10018031,12-05-2024,2024-12-31,7.31%,150%,50.91, 47.4 ,701,lpa,20250303,,FUNDED,VA30
10005123,20231110,20231220,0.0508,71.379%,68.90%, 41.3 ,743,Desktop Underwriter,NULL,20240109,Withdrawn, conventional 30 
10005127,N/A,11/17/2025,6.541%,0.6509,0.6419,0.5062,778,D.U.,01-27-2026,N/A,funded,Conventional 30YR
10046392,06/02/25,Jul 01 2025,5.282%,68.68%,61.17,45.2,700,LPA,20250730,NA,FUNDED,Conventional 15YR
10015035,Dec 14 2024,2024-12-20,0.0454,93.79, 95.7 , 34.9 ,767,Loan Product Advisor,,2025-01-03,N/A,Jumbo 30YR
10004622,04/16/2024,Apr 20 2024,4.37,84.47,83.900%,51.656%,703,Desktop Underwriter,None,07/02/2024,Cancelled, conventional 30 
10039578,Jun 22 2024,2024-07-18,5.38, 91.0 ,89.33%,34.16,728,DESKTOP UNDERWRITER,20241002,NULL,FUNDED,Jumbo
10016749,04-16-2025,05/03/25,6.2,59.95,0.6538,49.68%,666,LPA,20250513,,Fund,Conventional 15YR
10048514,02-28-2025,20250308,0.0758,,0.7102, 39.7 ,748,du,05-10-2025,,FUNDED,Conventional 30YR
10044248,2025-12-19,12/25/25,0.0649,63.49,0.6482, 35.4 ,615,Desktop Underwriter,Jan 31 2026,,Funded,30yr fixed
10002126,08/21/25,2025-09-01,7.010%, 89.8 ,98.4,47.08%,719, DU ,Oct 24 2025,N/A,Closed/Funded,Conv 30yr
10008151,Dec 25 2023,20240124, 6.6 ,0.7413, 73.9 ,48.15%,742,N/A,,04/07/2024,Lock Expired,15yr fixed
10028700,01-23-2025,Jan 28 2025, 5.2 ,1.05,1.0488,0.393,720,Desktop Underwriter,NULL,2025-02-14, WITHDRAWN ,CONV15
10008718,02/28/2026,NA,4.93,77.28, 77.5 , 30.0 ,789,Loan Product Advisor,05-18-2026,N/A,Funded,FHA 30YR
10045782,2025-12-06,01/05/2026,6.11,100.229%,113.74,0.1997,610,Desktop Underwriter,2026-01-18,,Fund,Non-Conforming 30
10000056,02-04-2023,2023-03-15, 7.6 ,0.9055,91.76,38.03,786,Desktop Underwriter,N/A,May 20 2023,WD,VA
10017023,07/11/2024,08-16-2024,4.869%,98.021%, 93.4 ,32.96%,693,du,09-07-2024,,Closed/Funded,Conv 30yr
10000303,09/19/25,11/01/25,4.29,93.01, 94.1 ,44.57%,762,D.U.,11-30-2025,NULL,Closed/Funded,30 Year Conventional
10022196,05-28-2026,06/05/2026,7.79,48.15,54.870%,48.4,656,Loan Prospector,08/08/26,NA, Funded ,FHA
10014179,07/10/25,20250719,0.0526,50.57,54.943%,53.69,752, DU ,Aug 12 2025,, Funded ,30 Year Conventional
None,Jan 05 2024,01/19/24,0.0569,69.421%,74.83%,30.14%,789, DU ,Feb 22 2024,NULL,funded,VA 30YR
10029722,20250311,04/05/25,0.0495,64.51%,65.19,0.3175,650,LP,04/16/25,,funded,Conv 30
10004433,11/21/25,11/28/25,0.0766, 81.6 ,83.18,49.22,739,Desktop Underwriter,,01/30/2026,EXP,30 Year Conventional
10019263,12/14/23,Dec 25 2023,6.61%,90.879%,85.68, 36.8 ,692,Manual,N/A,Jan 19 2024,W/D,Conv 30
10045163,06/08/2024,2024-06-13,6.84,0.6102, 70.9 ,41.58,735,du,07/26/24,N/A,Fund, conventional 30 
10010479,May 14 2024,May 26 2024, 6.6 ,68.065%,73.00%,34.64,792,LPA,2024-06-09,N/A,Funded,FHA
10043222,08-18-2023,08/25/23,0.0656,0.8861,83.63,35.488%,750, LPA ,2023-10-26,NULL,funded,CONV30
10005241,2025-06-20,20250715,6.517%,69.485%,72.15%,54.26%,769,du,Aug 15 2025,,Fund,CONV30
10022575,2025-09-19,Oct 05 2025, 5.8 , 80.7 ,0.8904,32.806%,686,du,N/A,Nov 30 2025, WITHDRAWN ,JUMBO30
10010489,12/31/2024,20250212,6.105%,76.74,91.58,40.83,692,Loan Product Advisor,,2025-02-21,cancel,30 Year Conventional
10023322,2024-12-12,01/21/2025,6.079%,70.3,75.46,0.2451,748,N/A,Mar 31 2025,NULL,FUNDED,Conv 30
10023625,08/06/25,08-21-2025, 5.5 , 55.0 ,56.164%,44.28,790,du,10-03-2025,N/A, Funded ,VA
10016283,08-13-2025,08/15/2025,0.0613, 76.5 ,82.28, 26.0 ,753,D.U.,09/27/2025,, Funded ,Conventional 30YR
10046893,2025-05-24,07/06/25, 6.1 , 55.0 ,0.6577,43.93,793, DU ,Sep 27 2025,,Funded,30yr fixed
10026330,04/24/25,05/16/25,7.107%, 75.9 ,75.87%,33.498%,774,D.U.,08/09/25,None,Fund,Conventional 15YR
10042929,04-08-2025,2025-05-22,6.71,74.662%,81.131%, 40.5 ,678, DU ,2025-08-12,None, Funded ,JUMBO30
10027694,20251009,10/25/2025,5.87%,80.74%,81.96,49.16,732,Desktop Underwriter,Dec 08 2025,,Funded,30 Year Conventional
10018778,07-02-2025,Jul 21 2025,0.0756, 56.1 ,61.85,28.68,767,DESKTOP UNDERWRITER,08/22/25,N/A,Funded,30yr jumbo
10016908,05/04/2025,May 12 2025,6.426%,0.7812,83.31%,0.3954,749,Desktop Underwriter,N/A,07-24-2025,denied,CONV30
10039145,07-05-2025,08/04/2025,5.64,0.8197, 80.2 ,51.08,746,LPA,09/16/25,N/A,FUNDED, conventional 30 
10039750,05-18-2025,2025-06-23,7.513%, 58.8 ,63.216%,34.81%,850, LPA ,07-04-2025,None,FUNDED,Conventional 30YR
10013717,,2024-12-11, 5.9 ,63.685%,65.48%,34.282%,720,Man UW,02/05/25,,Closed/Funded,FHA
10023062,04/02/2025,20250415,7.614%,99.16%,93.47%,41.004%,794, DU ,20250512,, Funded ,Conv 30yr
10036669,Jul 24 2023,08/24/23,5.92, 80.5 ,87.30%,0.2943,723,DESKTOP UNDERWRITER,N/A,2023-10-03,Declined,F.H.A.
10037546,05-21-2023,20230625,6.438%,83.260%,0.8679,47.85%,713,DU,NULL,07/17/23,cancel,CONV30
10045660,20230703,2023-07-16, 6.0 , 70.9 ,79.397%,35.41,673, LPA ,,09/12/2023,CANCELLED,Conv 30
10021970,20260117,02-03-2026,5.591%,54.31,59.208%,28.12,651,Desktop Underwriter,20260311,NULL,Closed/Funded,Conv 30yr
10021509,02-05-2026,20260217,6.21,83.06,91.73%, 26.4 ,725, DU ,04/30/2026,N/A, Funded , conventional 30 
10023955,02/14/2023,20230220,4.79%,79.23,79.71,37.31,752,LPA,,05/01/2023,W/D,Conv 30
10011315,20251015,20251125,6.20%,77.291%,76.746%,41.48,658,Desktop Underwriter,01/02/2026,N/A,FUNDED,Conv 30yr
10028733,12-30-2024,01/28/2025,8.3,105.00%,98.07%,0.5399,850, LPA ,03-22-2025,,funded,FHA
10010162,20241121,20241130,0.0575,65.90%,67.33%,35.1,748,Desktop Underwriter,02/25/2025,,FUNDED,15yr fixed
10004189,07/23/23,Sep 05 2023, 4.7 ,82.511%, 85.3 ,0.3074,710, DU ,NULL,09/21/2023,WD,CONV30
10033435,03/09/23,03-17-2023,7.436%, 100.0 ,109.15%,41.84,731,Desktop Underwriter,06/12/23,N/A,FUNDED,CONV30
10036035,05-02-2026,05/14/26,0.0661,71.961%,73.579%,18.66%,755,lpa,,20260519, WITHDRAWN ,Conv 30
10018272,2024-07-11,Aug 13 2024,5.214%, 62.1 ,56.95%,0.4523,720, LPA ,20240918,N/A,FUNDED,15yr fixed
10041241,20241122,2025-01-06,5.90%,95.8,93.08,26.71,800,LP,04-05-2025,None, Funded ,30yr fixed
10042680,06-01-2024,2024-06-11,0.078, 61.6 ,0.5674,0.3111,739,LPA,2024-07-14,None,Fund,Conventional 30YR
10045416,03-11-2024,20240322,6.67,71.52%,73.798%,22.150%,788, DU ,N/A,Apr 26 2024,W/D,15 Year Conventional
10024072,20240118,02/23/2024,0.0571, 81.8 ,84.11, 30.2 ,760,DU,05/08/2024,NULL,Fund,Conv 15
10022416,2025-08-11,2025-08-27,6.13%, 78.5 ,0.7444,41.089%,742,DU,11/22/25,,Funded,Conventional 30YR
10011638,Aug 15 2024,08/18/2024,5.25,81.98,103.04, 26.4 ,771,lpa,10/02/24,None,FUNDED,NULL
10006091,05-10-2024,06-05-2024,8.903%,0.5579,61.96,21.154%,727,du,Jul 15 2024,N/A,Closed/Funded,Conv 30
10006239,,07/18/24,5.45,0.5713,55.21%,48.53,768,MANUAL UW,NULL,20240902,EXP,FHA
10015184,05/27/2024,06/20/24, 7.6 ,59.99%,0.6052,30.4,721, DU ,None,08/29/24,Withdrawn,Conv 30yr
10040119,2026-01-09,02/17/26,5.16%,0.8811,89.240%,N/A,850,LPA,20260407,NULL, Funded ,CONV30
10024215,08/17/24,09-13-2024,4.38,71.04,0.7741,39.77%,759,LP,09/24/24,N/A,FUNDED,Jumbo
10017145,20251224,01/06/26, 7.0 ,0.7655,78.73,18.028%,739,du,02/04/2026,NA, Funded , conventional 30 
10006255,2023-07-16,08/30/2023, 6.5 , 84.6 ,78.25%,32.83,809,du,NA,20231105,Credit Denied,VA 30YR
10045003,10-09-2024,10-26-2024,6.18%,68.94,78.78, 18.4 ,717,du,01/23/2025,, Funded ,Conventional 15YR
10012016,20251106,12-14-2025,0.0555,71.20%,72.332%, 44.1 ,667,D.U.,02/23/2026,N/A,funded,VA
10036587,20250331,Apr 15 2025,0.0604, 79.7 ,80.575%,45.410%,784,DU,,None,funded,FHA30
10039038,04/04/2023,04/09/2023,5.72,83.49,88.56,0.5137,762,DESKTOP UNDERWRITER,20230605,,Closed/Funded,VA
10004301,20251218,01/05/2026,7.85,70.73,84.040%,22.66%,622,lpa,01/28/26,,funded, conventional 30 
10005570,2023-01-28,Feb 08 2023,0.0692, 80.7 ,89.10%,48.16,702,du,04-10-2023,,Funded,15yr fixed
10014389,20260625,Aug 09 2026,6.74,59.7,72.37,26.41,757,D.U.,Oct 22 2026,,Fund,Jumbo
10007942,2023-05-10,06/01/23,6.36,82.78%,84.12,0.43,682,LP,None,07-06-2023,denied,30 Year Conventional
10027170,07/02/2025,20250810,8.34,87.03%,1.078,30.611%,682,DESKTOP UNDERWRITER,Sep 07 2025,N/A,FUNDED,15 Year Conventional
10036933,2025-04-26,05-31-2025,0.0701,69.09, 79.5 ,0.4253,725,Loan Prospector,NULL,Jun 07 2025,Denied,Jumbo 30YR
10019964,01/29/24,Mar 05 2024,N/A,1.05,1.0371,0.4184,806,Loan Product Advisor,05-13-2024,,Funded,F.H.A.
10021834,20240723,2024-08-15,5.850%,99.956%,99.41%,50.013%,675,DESKTOP UNDERWRITER,2024-10-25,NULL,funded, conventional 30 
10019857,05-22-2026,06-14-2026,5.73, 66.9 ,0.6732,47.36%,752,LP,Jul 25 2026,,Funded,30 Year Conventional
10039812,03/11/25,03/16/2025, 6.3 ,73.700%,87.56,28.82%,753,DESKTOP UNDERWRITER,None,04/15/2025,Canceled,VA30
10037661,Jun 11 2023,06-19-2023, 4.4 ,66.60%,54.77,0.3894,691,du,20230806,,Closed/Funded,Non-Conforming 30
10043089,2025-11-01,Nov 17 2025,7.535%,85.81%, 78.2 ,30.162%,641,lpa,12/18/2025,NULL,Closed/Funded,Conv 30yr
10004855,2026-03-15,04/24/2026,0.0551, 81.9 ,0.8076,0.3826,762,DESKTOP UNDERWRITER,05/20/2026,,funded,Conv 30yr
10004638,20240921,10/13/2024,7.98%,42.97%, 41.9 ,40.45%,768, LPA ,N/A,11/02/24,Denied,Conventional 30YR
10042319,09/22/2023,2023-11-01,4.87%, 61.7 ,0.6146, 34.6 ,794,D.U.,01-28-2024,NULL,,30yr fixed
10031704,08-13-2023,08-20-2023,7.78,105.0,110.7,48.11,657,manual underwriting,Sep 07 2023,N/A,FUNDED,Conventional 30YR
10028921,10/26/2024,11/24/2024,8.57, 103.9 , 110.8 ,0.5027,669,LPA,02/15/25,N/A,Fund,30 Year VA
10017716,05/08/26,05/23/26,5.35,53.71,44.94,30.35,728,du,Jun 14 2026,N/A,Funded,VA
10010210,06/04/2025,06-16-2025,6.327%,69.615%,60.742%,32.106%,706,D.U.,,07/27/2025,Lock Expired,CONV30
10023387,20240102,20240115,5.81,65.07, 74.3 ,0.4333,806,Loan Product Advisor,03/15/2024,NULL,Funded,30yr fixed
10025935,20250921,10/23/2025,7.51%,59.072%,66.88,0.4839,747, DU ,N/A,Jan 03 2026,Withdrawn,30 Year Conventional
10006942,08/25/2024,Sep 18 2024, 5.5 ,60.11%,67.42%,35.72,682,lpa,NULL,10/03/24,Denied,FHA 30YR
10008018,06/12/25,2025-07-22, 5.6 ,81.31%,93.953%,42.92%,729,Desktop Underwriter,2025-08-28,NULL,Funded,Conv 30
10042290,20230201,02/08/2023,5.58,74.76%,0.7708,36.680%,742,Manual,NULL,2023-04-01,Withdraw,VA
10006950,09/06/24,10-01-2024, 6.8 ,0.4832, 63.8 ,0.2749,661,du,2024-12-19,NA,FUNDED,Conv 30
10039650,2026-05-01,May 06 2026,6.24,74.52%,81.04%,41.491%,704,Loan Product Advisor,05-26-2026,,Funded,Jumbo 30YR
10013052,10/27/2024,2024-11-11,0.0499,0.6616,53.88%,28.878%,759,DESKTOP UNDERWRITER,12-04-2024,,Closed/Funded,Conv 30
10015782,Jan 13 2025,01/14/25,5.33%,72.19,74.74,0.4987,776, LPA ,01/26/25,NULL, Funded ,Conventional 15YR
10026699,20250430,May 26 2025,4.05,67.21,69.39,30.133%,774,LP,Jul 27 2025,NA, Funded ,FHA30
10037442,01/30/2023,Feb 15 2023,6.23%,0.6816,73.33%,0.2635,675,DU,03/20/2023,NULL,Closed/Funded,CONV30
10012174,2025-10-15,11/19/25,5.314%,79.06%,74.500%,54.81,743, LPA ,Dec 05 2025,NA, Funded ,Jumbo
10039765,2024-11-16,12/12/2024,0.0727, 68.2 ,78.55%,16.07%,728,Desktop Underwriter,2025-01-15,NULL, Funded ,CONV30
10001253,03/27/25,05/08/2025,8.22,96.26, 97.3 ,28.55,728, LPA ,Jun 14 2025,,Fund,V.A.
10044239,06-22-2024,08/04/24,0.0715, 78.7 ,80.72,42.67,718,Desktop Underwriter,20241001,N/A,Fund,FHA
10015255,20250826,09/11/2025,8.19, 80.2 ,0.8698,35.31,765,du,NULL,20251023,Withdraw,Conv 30yr
10019759,10/12/23,2023-10-22,0.0713,68.10%,80.013%,47.258%,613,LPA,,11-15-2023,Denied,CONV15
10019199,20250628,Aug 11 2025,6.98%,0.5566,60.983%, 40.2 ,730,Loan Product Advisor,Sep 14 2025,,Closed/Funded,30yr fixed
10022929,02/21/25,03/23/25,0.0582,47.14,0.445, 56.3 ,695,DESKTOP UNDERWRITER,2025-05-31,N/A,FUNDED,30 Year VA
10042809,12-29-2025,20260131,6.91%,86.52,80.957%, 33.8 ,794,DU,03/23/2026,N/A,Fund,15 Year Conventional
10037627,Aug 05 2025,20250807,0.0524,83.3,94.067%,42.600%,773,D.U.,10/27/25,N/A,funded,F.H.A.
10024286,05-04-2025,2025-05-29, 6.5 ,83.965%,86.65%,35.73%,748,Loan Product Advisor,06/17/2025,NA,funded,30yr fixed
10041349,03-24-2025,04/19/2025,8.0,68.30%,67.74%,0.501,711,DESKTOP UNDERWRITER,05-17-2025,N/A, Funded ,VA
10008428,2025-07-07,20250809,8.11,68.49,72.9,42.61%,662,DESKTOP UNDERWRITER,10-06-2025,,Funded,15yr fixed
10042945,May 13 2026,20260531,6.34%,55.944%,54.560%,34.44, 740 ,DESKTOP UNDERWRITER,None,06/21/2026, WITHDRAWN ,CONV15
10037132,N/A,20240913,7.573%,90.06,77.52,24.62,683,Manual,NULL,20241128,Lock Expired, conventional 30 
10032050,07-13-2025,20250720,4.85,0.8973,83.43%,39.91,697,D.U.,NA,08/16/2025,W/D,30yr fixed
10028539,09/21/25,09/24/2025, 7.0 ,81.31,85.0, 47.4 ,757,Loan Prospector,2025-10-30,,Closed/Funded,F.H.A.
10043126,Jul 26 2025,08/03/25, 7.1 ,NA,67.1,45.809%,706,manual underwriting,09-23-2025,N/A,funded, conventional 30 
10014490,05/20/2025,Jun 29 2025,7.81%,75.193%,75.05,24.98,733,du,2025-09-08,,funded,30 Year Conventional
10007240,11-27-2024,11/30/24,6.52,70.278%,0.7878,37.119%,821,du,2024-12-20,,funded,30yr jumbo
10047199,10-30-2023,20231125,0.058,74.37,74.685%,NA,755,DU,02/12/2024,,Funded,30yr fixed
10036188,2026-04-29,20260605, 7.0 ,69.2,72.35%,33.387%,713,DU,07/08/26,NULL,Closed/Funded,30YR FHA
10026658,02/23/2025,03/04/2025,6.141%,0.4542, 43.5 ,34.22,768,du,05/30/2025,,FUNDED,CONV30
10042784,01/11/2025,02/16/2025,6.63,93.22%, 102.5 ,27.821%,720,LP,2025-05-02,,FUNDED,F.H.A.
10049526,08-16-2024,08/26/24,7.100%, 74.7 ,76.69%,26.585%,768,LPA,09-06-2024,NULL,Fund,30 Year Conventional
10037745,05/19/2024,06-28-2024,6.69, 74.5 , 63.6 ,40.24%,773,du,08/04/2024,None, Funded , conventional 30 
10004545,20240415,04-21-2024, 7.4 ,105.0,1.1352, 34.4 ,671,Desktop Underwriter,,06/05/2024,Lock Expired, conventional 30 
10021950,09/10/2025,10-02-2025,5.79%,64.133%,66.73,40.98%,705,manual,NA,11/14/2025,cancel,VA 30YR
10017101,01-09-2024,01-31-2024, 5.5 ,54.8,44.3, 47.0 ,676,LP,None,02-12-2024,Withdraw,30 Year Conventional
10045107,12-04-2025,2025-12-30, 4.9 ,0.8332,0.8977,46.87%,652, DU ,N/A,2026-01-13,withdrawn,Conv 30yr
10034817,01/16/23,02/20/23, 6.2 ,95.45,97.63,38.57%,744,du,N/A,20230409,Denied,Conv 15
10038766,01-07-2025,NULL,7.08%,68.890%,94.81%,0.4252,672, DU ,Mar 30 2025,, Funded , conventional 30 
10048213,20230805,Sep 05 2023,8.18,65.377%,79.55,NULL,630, DU ,20231020,N/A,Fund, conventional 30 
10013457,2026-02-14,Mar 14 2026,6.104%, 84.8 ,85.78,0.2731,724, DU ,04/06/2026,NULL,Fund,Conv 15
10032202,05/07/26,20260621,6.07,81.57, 84.2 ,46.66,420,LPA,2026-08-25,,FUNDED,Conv 30
10004810,05/29/2025,06/13/2025,0.0547,82.88,87.30%,0.3033,646,manual underwriting,08/19/2025,N/A,Funded,Conv 30
10010917,11-21-2023,12/01/23, 5.6 ,70.173%,70.33, 50.6 ,727, DU ,Feb 05 2024,N/A,FUNDED,30yr fixed
10003637,01/09/2026,01-31-2026,0.0755,68.014%,80.74,44.97,754, LPA ,20260220,NULL, Funded ,Conventional 15YR
10023525,Nov 29 2024,01/11/25,0.066,80.869%,70.54%,45.06,740,DU,04/10/25,NA,FUNDED,Jumbo 30YR
10023575,20240619,07-17-2024, 4.2 ,105.000%,108.4,29.902%,608,DESKTOP UNDERWRITER,07/31/24,N/A,Funded,VA30
10015107,01/27/2025,Feb 09 2025, 5.5 ,150%,62.20%,49.97%,679,lpa,,03/21/25,cancel,Conventional 30YR
10038758,Oct 29 2024,2024-11-01,4.44%, 58.9 , 52.5 , 41.6 ,691,lpa,,Nov 15 2024,withdrawn,Conventional 15YR
10009861,10/08/2024,20241101,7.188%,99.29,105.004%,0.301,674, DU ,12-17-2024,NULL,Funded, conventional 30 
10049924,20251003,10/17/2025,7.84,83.05,87.05,39.11%,804,manual underwriting,11-06-2025,,FUNDED,Conventional 15YR
10018385,May 03 2025,20250609,7.273%,67.86,73.02,42.31,715,,08/22/2025,NULL, Funded , conventional 30 
10012764,01/21/2024,02-10-2024,5.95,0.9424,98.801%,0.2973,716,LPA,N/A,04/11/24,Canceled,Jumbo
10029190,Oct 24 2025,Nov 16 2025, 5.2 ,91.64,95.786%, 46.1 ,821,Loan Product Advisor,NULL,20251204,Withdrawn,30yr fixed
10047927,10/06/2025,2025-11-14, 6.8 ,91.13,98.654%, 52.9 ,748,manual underwriting,2025-12-20,NULL,Fund,V.A.
10040944,NA,04-10-2023,6.01,105.000%, 95.4 ,41.122%,766,du,05/07/2023,NA,FUNDED,Conv 30
10000405,01/04/2026,2026-01-09,8.62,0.8074,86.45%,38.6,691, DU ,04/07/2026,N/A, Funded ,Jumbo
10000385,Apr 27 2023,06/10/23,8.39,79.52,69.74, 30.9 ,701,Desktop Underwriter,07/19/2023,None,Funded, conventional 30 
10008703,10/23/2024,11-11-2024,5.67,59.37%,59.17, 35.0 ,698,None,12/06/2024,,Closed/Funded,15yr fixed
10040035,Sep 16 2023,Oct 05 2023,5.58%,91.88,94.793%,0.3773,728,DESKTOP UNDERWRITER,N/A,10/26/2023,Credit Denied,Conv 30yr
10010345,Feb 19 2024,03/11/24,5.061%, 84.7 ,92.339%,20.8,796,DU,N/A,03/22/24,withdrawn,CONV30
10018018,09-11-2025,20251008,6.541%,71.392%,72.92,29.5,727,Desktop Underwriter,20251018,,Fund,CONV30
10020385,20230414,2023-04-16,6.37%,0.7132,0.7062,0.3721,799,DESKTOP UNDERWRITER,Apr 27 2023,NA,NA,30YR FHA
10046541,12/29/2023,01/27/2024, 9.3 , 87.7 ,0.8708,41.748%,704,DU,N/A,Mar 08 2024, WITHDRAWN ,15 Year Conventional
10021169,Mar 24 2025,04/03/25, 5.4 ,66.98,69.51%, 59.0 ,842,DESKTOP UNDERWRITER,06/01/2025,NULL,funded,Conventional 30YR
10006939,Jan 30 2026,02-12-2026,6.2,90.68%,106.99,51.622%,638,lpa,,02-27-2026,Credit Denied,Conv 30
10006971,20241106,12/19/24,6.219%,74.576%,96.23,0.395,614,DU,,12/24/24,WD,Conv 30
10020310,20240124,02/21/24,5.76%,80.862%,79.480%,28.92,769,D.U.,Apr 08 2024,None,funded,Conventional 30YR
10004159,05-28-2024,07-10-2024,6.996%,61.392%, 67.4 ,51.893%,791, DU ,20240831,NA,FUNDED,Conv 30yr
10023834,Nov 23 2025,12/04/2025,6.57,0.834,86.328%,28.25,None,LP,01/07/2026,NULL,Funded,F.H.A.
10049391,20251224,2025-12-30,5.1, 58.6 ,61.92%, 31.9 ,701, DU ,Mar 24 2026,,funded,30yr fixed
